binary_labels,text
1,"We have to stop worrying about being loved &amp; start worrying about being respected. #TellingItLikeItIs #GOPDebate
https:/…"
2,"Trump sycophants want to know what @megynkelly's ""hidden agenda"" was last night. Answer is simple: it's called a vagin…"
0,Republican Voters - Fox Nation http://t.co/98G42IaZ5O
2,Donald Trump is a really nasty piece of work. Hope he disappears quickly. #GOPDebate
2,FETUSES ARE NOT UNBORN BABIES THEY ARE CLUSTERS OF CELLS STOP SHAMING PEOPLE WHO WANT/HAVE HAD ABORTIONS #GOPDebate
1,These were far and away the best tweets of last night #DebateWithBernie #GOPDebate http://t.co/GzdLtYuMNn
0,actor Andy Devine. #GOPDebate http://t.co/xYy8FxPjcD
2,"Despite what Huckabee says, I always make sure my prostitute AND her pimp pay FICA and pension. #GOPDebate"
0,"Hillary Clinton was watching the #GOPDebate like:
 http://t.co/VOkOlq52xP"
1,@FoxNews did great by challenging the candidates in #GOPDebate. If these candidates can't handle a tough question they could never b #POTUS
2,I’d say it was the opposite. Megan Kelly acted like some SJW on Tumblr whining about feminism. Very sad. #GOPDebate  https://t.c…
1,Rightly so Frank. Rightly so. #GOPDebate  https://t.co/32CFasI17d
2,the number of times that ronald reagan is mentioned in the #GOPDebate is TOO DAMN HIGH
2,"If Trump is against ""p.c. culture,"" I'm suddenly 100% for it. Not even kidding. What a howling shit-cave of a human. #GOP…"
1,#BenCarson great close! He operates on brains so he doesn't worry about skin color. #GOPDebate
2,"Women that would be offended by Trumps ""Misogyny"" most certainly don't vote Republican.

Find a new fake issue Faux News.

#…"
2,Keep religion out of politics! #GOPDebate
0,"""I won't be bought &amp; I won't be sold"" @randpaul after reiterating his points against @realDonaldTrump during #gopdebate"
2,"Boy, I bet the mood in the clown car is going to be TENSE when these jerks leave the #GOPDebate."
1,Dr. Ben Carson did a great job tonight! Loved your closing statement! @RealBenCarson #GOPDebate
0,Meet the new darling of the left 》 Megyn Gotcha Kelly. #GOPDebate @FoxNews #DonaldTrump #MegynKelly
2,Behind the Fox debate: How the anchors hashed out the questions #GOPDebate They Failed
2,Did anyone get trashed playing @RollingStone's #GOPDebate drinking game?   #drinkinggame
2,"If #DonaldTrump donates to U..He can call in a favor years later?? Sounds like #TheGodfather
NOT #POTUS Thats legal?
#GOPDebate #GOPClownCar"
2,Ugh to think there were actually people sitting on their couch last night saying YES YES THIS IS REASONABLE. #GOPDebate
0,"RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/E1SmU0Hn5J"""
2,"If politics can be even partially rational, Trump's campaign for the GOP nomination just ended. #GOPDebate"
0,".@GayPatriot's takeaway from last night: ""America Doesn't Deserve Ben Carson."" http://t.co/kjGFYYpcTe #GOPDebate"
2,Scott Walker chooses killing mother rather than aborting unborn embryo. This is reason other countries give us that funny …
2,Abortion is a talking point in the #GOPDebate since #PPSellsBabyParts
2,Closing statements reminisce about an America that no longer exists after Ted Kennedy’s 1965 Immigration and Nationality Act. #G…
0,Can't make this up - Chris Christie stopped at a Cleveland ice cream shop before the #GOPDebate. http://t.co/V8WVYFeXx9
2,Ted Cruz is going to personally take away your telescope and try you as a witch. #GOPDebate
1,@realDonaldTrump You killed it last night at the #GOPDebate glad to have some that cares for America  #MakeAmericaGreatAgain
1,When the #GOPDebate is more exciting than anything else on tv in the past 10 years....
1,"Shiiiittt, it's tough to say who is making me more horny. #GOPDebate"
0,".@megynkelly  asked .@realDonaldTrump  poor questions, why, was this to help Bush in the polls? #Hannity #GOPDebate https://t.co/p389iIlE2N"
1,"@bullriders1 @Olivianuzzi @daveweigel The #GOPDebate was better than I thought it'd be, though candidates finessed issues with sound bytes."
2,Yes Marco Rubio Actually Said The Iraq Invasion 'Was Not A Mistake' http://t.co/xRowKHyMm1 #GOPDebate http://t.co/vjMjdM…
2,Marco Rubio Voted Against Unemployment Benefits Even Though Florida Needs Them Most http://t.co/2i6UolSctj #GOPDebate ht…
1,#JebBush was so thoughtful in #GOPdebate - #reThink911 http://t.co/k37hnbe2jy
2,"There will be a lot of jobs available if Bush serves 2 terms, because most Conservatives will have committed suicide. #GO…"
1,"Huh. Watching @FoxNews debate #1 and so far, the moderators and the participants are better! #GOPDebate"
2,Donald Trump insulted @megynkelly and ALL women and not one man on stage confronted him. None of them are worthy to be …
2,"@learjetter, I was waiting for @megynkelly to ask @realDonaldTrump, ""When did you stop beating your wife?"" #GOPDebate http://…"
2,About last night. Are you watching @OutnumberedFNC ? We got @ericbolling and all the good stuff from the #GOPDebate on …
2,"EARTH TO @megynkelly THIS AINT ABOUT YOU! 

#GOPDebate 
#FoxDebate 
#MegynKelly 
#MegynKellyDebateQuestions http://t.co/yxHy…"
0,And...Rand Paul lands the first haymaker of the night. #GOPDebate
0,Coming up on @WilkowMajority at 1220pm live! @SIRIUSXM #Patriot125 post #GOPDebate
0,"""Because Republicans don't like Rosie O'Donnell."" ICYMI, @FrankLuntz #GOPDebate debrief this AM on @CBSThisMorning http://t.co/nQIUIccOlB"
2,"Highlights from this week include #NationalUnderwearDay, the #GOPDebate, and #JonVoyage. Officially. The. Worst. Week. Ever.
#TGIF"
0,@TheDailyShow Jon Stewart can feel comfortable w/retirement as #GOPDebate solved all problems(personal &amp; scientific) htt…
2,"Of course, the AssClown won't pledge not to run as a third party candidate. #GOPDebate"
2,"""One of our two major parties has gone off the deep end"" http://t.co/gkubEM7gE7 #GOPDebate"
2,Just remember no matter wins the #GOPDebate everyone who watched it loses #alcoholpoisoning
2,#Trump #Video It cost 4 times more than the $700M it would've if it were being managed by @realDonaldTrump #GOPDebate h…
2,@megynkelly you disgraced yourself last night... #GOPDebate
2,Prediction: in the final #GOPDebate Donald Trump will tear off his #MissionImpossible mask to reveal a smirking Jon Stewart.
1,"""Please Come Back, I Can’t Do It Alone"" https://t.co/IUa0hy2UC6 #GOPDebate #Politics"
0,"In midst of #GOPDebate came big blow to @BarackObama with announcement that leading Jewish Democrat, Sen. Schumer, won't b…"
2,Ted Cruz is angling himself to be a slightly less loony version of Donald Trump. #GOPDebate
2,Meet the new darling of the left 》 Megyn Gotcha Kelly. #GOPDebate @FoxNews #DonaldTrump #MegynKelly
2,That abortion question — disgusting. #GOPDebate
2,"@nytimes and @CNN praised @FoxNews and they thought they did a good job #GOPDebate 
Not a good thing"
0,"RT @AllenWestRepub ""RT @oliverdarcy Debbie Wasserman-Schultz statement on #GOPDebate: 'GOP is solely focused on... http://t…"
0,"My #hottake: Carly Fiorina became a 1st tier candidate yesterday. Otherwise, #GOPDebate changed nothing/will be ancient…"
2,"a lesson for coming months: quality and not quantity in words &amp; time for tangible and believable propsals
http://t.co/YHvNoEinyi"
2,"When CNN and the New York Times are praising the @FoxNews moderators, you know they did it completely wrong. #GOPDebate"
0,"First Republican Debate: The Candidate Report Card
.@benshapiro
#GOPDebate
http://t.co/9mFIPuCSLG

#tcot http://t.co/ZvHw0…"
0,"According to @gov, the most-retweeted candidate tweet of the #GOPDebate didn't come from a Republican: https://t.co/cUv3aF…"
1,".@megynkelly displayed ""utmost authority"" at @foxnews #GOPDebate, critic says. http://t.co/8JbvwJTj3T http://t.co/mel8jxm19b"
2,"Not one candidate spoke up against Trump's mass-deportation plan, &amp; not one condemned his racist comments. Latinos won't forget…"
1,"Donald is my hero. 
 #GOPDebate http://t.co/9ZZFLChJQO"
2,The Kryptonian science council was more worried about climate change than these scary people. #GOPDebate
2,Withholding my very valuable presidential endorsement until I hear about everyone's point of view on the 2nd amendment #GOPDebate
0,"RT @AllenWestRepub ""RT @oliverdarcy Debbie Wasserman-Schultz statement on #GOPDebate: 'GOP is solely focused on... http:…"
2,"""Ronald Reagan never had an abortion with ISIS and WOMEN DON'T NEED THEM EITHER!"" - Basically everyone tonight #GOPDebate"
0,THIS --&gt; Rick Santorum Says Gay Marriage Has No Constitutional Basis https://t.co/mauVIFy6oh #GOPDebate #FoxDebate #tcot …
0,"@ScottWalker: ""Every part of the world @HillaryClinton has touched is worse today"" #Truth #GOPDebate @FoxNews"
1,@ChrisChristie won the #GOPDebate last night. Only candidate who answered questions directly and not afraid to take on tough issues.
0,The Best Jabs at Hillary Clinton from the Republicans’ Fox News Debates #GOPDebate http://t.co/zEoiEM5d7P
1,".@FredBarnes, @weeklystandard: ""Mike Huckabee was the star of the Luntz focus group show. When he spoke, the feedback …"
1,"Watching the primetime #GOPDebate this afternoon, I think @BenCarson2016 was the real winner, quiet but effective"
0,And here comes the gay marriage gotcha section….#GOPDebate
2,#Jeb is giving me some serious Janet Reno tonight. #GOPDebate http://t.co/VxfY7MS1WG
2,#Boomers R #Smart They know how to use #Internet for #GOPDebate http://t.co/IGP8WWnzCu     #Cosproject #jpnet http://t.co/MT79hetQXS
2,Re China: You deal with a playground bully by punching them in the face &amp; putting them on the ground b/c they only res…
2,Lots of Republicans in my Facebook and Twitter timelines are ticked at Fox News for running that hatchet job of a debate. #GOPdeba…
2,"I won't defend @FoxNews, they were FAR from fair OR balanced last night, but name calling is juvenile. #GOPDebate"
1,"Hats off to Ben Carson for using the term ""useful idiots"" re: Hillary Clinton and the secular progressive movement. #GOPD…"
2,@megynkelly Your Fox team talked for 31 minutes of #GOPDebate while Walker talked for 5. Your obvious goal was to ambush everyone. Pathetic.
1,I actually agree with @AndreaTantaros on something. She said @realDonaldTrump didn't hurt himself in #GOPDebate and I concur.
1,Like Ben Carsons brain. Mike Huckabees heart. Marco Rubios soul. Chris Christies fight. John Kasichs hope. Add Carly Fi…
0,Speed Dating For A New President? Interesting Article on the #GOPDebate. :-)  http://t.co/qNtY6HdHr3
0,"""Was GOP Debate a Campaign Preview or Rearview?"" by @BradBannon on @LinkedIn https://t.co/n0mko8qQIE #UniteBlue #P2 #POTUS …"
2,"The #GOPDebate was like a super crappy cage fight of blustering, bumbling, old wrinkled-up tuckus clinchers without the ca…"
2,The military is not a social experiment. The purpose of the military is to kill people and break things. #ImWithHuck #…
0,BREAKING: It's a tie for the winners from the #GOPDebate http://t.co/8iM3NfxJIa
0,"@TVMoJoe Just curious, have I missed your ratings tweet about the #GOPDebate?"
2,@megynkelly #GOPDebate Kelly is no role model doesn't speak for me or my prof friends Rosie? Now a real woman @CarlyFiorina Kelly is a poser
2,donald trump... #whatajoke #GOPDebate
2,This feels like FOX News tried to be the cool parents that let their kids have a party &amp; now the house is on fire. #GOPDeba…
2,It's unconscionable that @FoxNews moderators asked ALL the candidates except Santorum foreign policy&amp; nat sec questions i…
0,"""The military is not a social experiment. Its purpose is to kill people and break things.""
- Mike Huckabee 

#GOPDebate"
2,YOU ARE NOT PRO LIFE. YOU ARE PRO CONTROL. YOU ARE PRO RELIGION. YOU ARE PRO YOU.  THIS IS NEVER ABOUT THE MOTHER. #GOPDeba…
2,"Solid debate tips - take a gander, @GOP:

http://t.co/4PuFJ36dLa

#GOPDebate #teaparty 
#tcot #tlot #icon http://t.co/wpi…"
1,Creating jobs is our greatest moral purpose because they strengthen our families &amp; communities. #GOPDebate http://t.co/80Xe…
1,"@CarlyFiorina Magnificent at the first #GOPDebate. I support Ted Cruz as POTUS, but would support you as running mate or POT…"
2,If you're a woman who supports R party please wake up and get informed. #GOPDebate
1,http://t.co/YNucKULnjV
0,"Primary is still a long way away, so my favorites could change, and I hope we see more of these candidates than just sound bites. #GOPDebate"
2,"The anti- @CarlyFiorina unit of the #Clinton Personal Destruction Force is now working 24/7, I'm sure. #GOPDebate https://t.co/p0dT5s5TIY"
0,"As President, I'll end the national disgrace of failing to care for vets who sacrificed for our country -&gt; http://t.co…"
0,At least he was honest about it. #GOPDebate  https://t.co/7Bo2pRPmX2
2,"""My mother worked...""
- Nobody 
#GOPDebate"
2,So we have Americans getting beheaded overseas and @megynkelly is worried whether @realDonaldTrump calls Rosie O'Donnell f…
2,ELECTIONS AS AUDITIONS: Whose Consent Counts &amp; How Decisions Are Made... http://t.co/bLeoBY7r7N
2,"Elections, Democracy, and political debates as entertainment.  Not a particularly sterling quality of our federal republic.  #GOPDebate"
2,@ChrisChristie @RandPaul Americans fear NOT. People who live in fear are not free and have no liberty. Fear is unAmerican #GOPDebate
0,8/7/2015- The Glass Slipper #GOPDebate #GOPPrimaries #RepublicanField http://t.co/fyhZzN5qP3
1,"#GOPDebate: Carly Fiorina Dominates Social Media, Even Beating Out Trump - Fox Nation http://t.co/VUeEveRdDy"
2,I wonder if the #GOPDebate will address actual solutions for climate change and clean energy. #DebateWithBernie
2,"@realDonaldTrump: misogynist, ignorant, xenophobic and greedy: another proof that money does not buy class. #GOPDebate #GO…"
0,@Anti_SLAVERY Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube
2,"@JebBush #GOPDebate #USA, seriously, would you vote for any of these CLOWNS? We NEED #CIRNow #AINF #TNTVote http://t.co…"
1,"Disagree all you want

#GOPDebate was hit job on @realDonaldTrump and calculated mute job on @SenTedCruz @RealBenCarso…"
1,I actually agree with @AndreaTantaros on something. She said @realDonaldTrump didn't hurt himself in #GOPDebate and I concur.
0,ٌR▀█▀ 4 exotic designs for diamond rings http://t.co/9Whr8sL3Tp #YouTube http://t.co/dJb1fKJs3j #GOPDebate #Chemieunfall #Compton #Lion…
1,Let's take America from Hope to Higher Ground. Will you help? --&gt; http://t.co/tky8Smc27y #ImWithHuck #GOPDebate http:/…
2,Just got caught up on the #GOPDebate and felt like I should write a joke about it but the biggest joke of all was the whole…
